LTGNR,KD_LTGNR,SLNR,LAENG,ART,QUERS,FARBE,KSID,ABGRIF1,KA1,ANSCH1,ABGRIF2,KA2,ANSCH2,PLATZ,BGID,TARGET_BG,BG_LIDENT,BG_CIDENT,Kaufteil,SEAL1,SEAL2,TOP1,TOP2,MW_IDENT,LIDENT,SL_LIDENT,CIDENT,KD_ABGRIF1,KD_ABGRIF2,V_IDENT,V_IDENT_VERS,SIGNAL,LTG_KENNUNG
161030,161030,,700,YR,"0,35",gn rt,P1219229,PSFH_C,3,24340,QEPB_C,21,24148,15h,band,pfsb,,,,68848,,,,950170,L0480586,,C1563159,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HR,SIGNAL
161030,161030,,700,YR,"0,35",gn rt,P1219233,PSFH_C,3,24340,QEPB_C,21,24148,15h,band,pfsb,,,,68848,,,,950170,L0480586,,C1563159,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HR,SIGNAL
161030,161030,,700,YR,"0,35",gn rt,P1219234,PSFH_C,3,24340,QEPB_C,21,24148,15h,band,pfsb,,,,68848,,,,950170,L0480586,,C1563159,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HR,SIGNAL
161030,161030,,700,YR,"0,35",gn rt,P1219237,PSFH_C,3,24340,QEPB_C,21,24148,15h,band,pfsb,,,,68848,,,,950170,L0480586,,C1563159,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HR,SIGNAL
161030,161030,,700,YR,"0,35",gn rt,P1219238,PSFH_C,3,24340,QEPB_C,21,24148,15h,band,pfsb,,,,68848,,,,950170,L0480586,,C1563159,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HR,SIGNAL
161030,161030,,700,YR,"0,35",gn rt,P1219239,PSFH_C,3,24340,QEPB_C,21,24148,15h,band,pfsb,,,,68848,,,,950170,L0480586,,C1563159,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HR,SIGNAL
161030,161030,,700,YR,"0,35",gn rt,P1219240,PSFH_C,3,24340,QEPB_C,21,24148,15h,band,pfsb,,,,68848,,,,950170,L0480586,,C1563159,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HR,SIGNAL
161030,161030,,700,YR,"0,35",gn rt,P1219243,PSFH_C,3,24340,QEPB_C,21,24148,15h,band,pfsb,,,,68848,,,,950170,L0480586,,C1563159,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HR,SIGNAL
161030,161030,,700,YR,"0,35",gn rt,P1219244,PSFH_C,3,24340,QEPB_C,21,24148,15h,band,pfsb,,,,68848,,,,950170,L0480586,,C1563159,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HR,SIGNAL
161030,161030,,700,YR,"0,35",gn rt,P1222589,PSFH_C,3,24340,QEPB_C,21,24148,15h,band,pfsb,,,,68848,,,,950170,L0480586,,C1563159,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HR,SIGNAL
161030,161030,,700,YR,"0,35",gn rt,P1222590,PSFH_C,3,24340,QEPB_C,21,24148,15h,band,pfsb,,,,68848,,,,950170,L0480586,,C1563159,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HR,SIGNAL
161030,161030,,700,YR,"0,35",gn rt,P1222595,PSFH_C,3,24340,QEPB_C,21,24148,15h,band,pfsb,,,,68848,,,,950170,L0480586,,C1563159,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HR,SIGNAL
161030,161030,,700,YR,"0,35",gn rt,P1222596,PSFH_C,3,24340,QEPB_C,21,24148,15h,band,pfsb,,,,68848,,,,950170,L0480586,,C1563159,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HR,SIGNAL
161030,161030,,700,YR,"0,35",gn rt,P1222597,PSFH_C,3,24340,QEPB_C,21,24148,15h,band,pfsb,,,,68848,,,,950170,L0480586,,C1563159,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HR,SIGNAL
161030,161030,,700,YR,"0,35",gn rt,P1222598,PSFH_C,3,24340,QEPB_C,21,24148,15h,band,pfsb,,,,68848,,,,950170,L0480586,,C1563159,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HR,SIGNAL
161030,161030,,700,YR,"0,35",gn rt,P1222602,PSFH_C,3,24340,QEPB_C,21,24148,15h,band,pfsb,,,,68848,,,,950170,L0480586,,C1563159,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HR,SIGNAL
161030,161030,,700,YR,"0,35",gn rt,P1222603,PSFH_C,3,24340,QEPB_C,21,24148,15h,band,pfsb,,,,68848,,,,950170,L0480586,,C1563159,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HR,SIGNAL
161030,161030,,700,YR,"0,35",gn rt,P1222606,PSFH_C,3,24340,QEPB_C,21,24148,15h,band,pfsb,,,,68848,,,,950170,L0480586,,C1563159,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HR,SIGNAL
161030,161030,,700,YR,"0,35",gn rt,P1222607,PSFH_C,3,24340,QEPB_C,21,24148,15h,band,pfsb,,,,68848,,,,950170,L0480586,,C1563159,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HR,SIGNAL
161030,161030,,700,YR,"0,35",gn rt,P1222608,PSFH_C,3,24340,QEPB_C,21,24148,15h,band,pfsb,,,,68848,,,,950170,L0480586,,C1563159,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HR,SIGNAL
161030,161030,,700,YR,"0,35",gn rt,P1222609,PSFH_C,3,24340,QEPB_C,21,24148,15h,band,pfsb,,,,68848,,,,950170,L0480586,,C1563159,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HR,SIGNAL
161030,161030,,700,YR,"0,35",gn rt,P1222611,PSFH_C,3,24340,QEPB_C,21,24148,15h,band,pfsb,,,,68848,,,,950170,L0480586,,C1563159,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HR,SIGNAL
161030,161030,,700,YR,"0,35",gn rt,P1222612,PSFH_C,3,24340,QEPB_C,21,24148,15h,band,pfsb,,,,68848,,,,950170,L0480586,,C1563159,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HR,SIGNAL
161030,161030,,700,YR,"0,35",gn rt,P1222613,PSFH_C,3,24340,QEPB_C,21,24148,15h,band,pfsb,,,,68848,,,,950170,L0480586,,C1563159,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HR,SIGNAL
161030,161030,,700,YR,"0,35",gn rt,P1222614,PSFH_C,3,24340,QEPB_C,21,24148,15h,band,pfsb,,,,68848,,,,950170,L0480586,,C1563159,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HR,SIGNAL
161030,161030,,700,YR,"0,35",gn rt,P1222615,PSFH_C,3,24340,QEPB_C,21,24148,15h,band,pfsb,,,,68848,,,,950170,L0480586,,C1563159,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HR,SIGNAL
161030,161030,,700,YR,"0,35",gn rt,P1222616,PSFH_C,3,24340,QEPB_C,21,24148,15h,band,pfsb,,,,68848,,,,950170,L0480586,,C1563159,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HR,SIGNAL
161030,161030,,700,YR,"0,35",gn rt,P1222617,PSFH_C,3,24340,QEPB_C,21,24148,15h,band,pfsb,,,,68848,,,,950170,L0480586,,C1563159,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HR,SIGNAL
161030,161030,,700,YR,"0,35",gn rt,P1222618,PSFH_C,3,24340,QEPB_C,21,24148,15h,band,pfsb,,,,68848,,,,950170,L0480586,,C1563159,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HR,SIGNAL
161030,161030,,700,YR,"0,35",gn rt,P1222619,PSFH_C,3,24340,QEPB_C,21,24148,15h,band,pfsb,,,,68848,,,,950170,L0480586,,C1563159,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HR,SIGNAL
161030,161030,,700,YR,"0,35",gn rt,P1222620,PSFH_C,3,24340,QEPB_C,21,24148,15h,band,pfsb,,,,68848,,,,950170,L0480586,,C1563159,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HR,SIGNAL
161030,161030,,700,YR,"0,35",gn rt,P1222621,PSFH_C,3,24340,QEPB_C,21,24148,15h,band,pfsb,,,,68848,,,,950170,L0480586,,C1563159,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HR,SIGNAL
161030,161030,,700,YR,"0,35",gn rt,P1222622,PSFH_C,3,24340,QEPB_C,21,24148,15h,band,pfsb,,,,68848,,,,950170,L0480586,,C1563159,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HR,SIGNAL
161030,161030,,700,YR,"0,35",gn rt,P1222623,PSFH_C,3,24340,QEPB_C,21,24148,15h,band,pfsb,,,,68848,,,,950170,L0480586,,C1563159,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HR,SIGNAL
161030,161030,,700,YR,"0,35",gn rt,P1222624,PSFH_C,3,24340,QEPB_C,21,24148,15h,band,pfsb,,,,68848,,,,950170,L0480586,,C1563159,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HR,SIGNAL
161030,161030,,700,YR,"0,35",gn rt,P1222632,PSFH_C,3,24340,QEPB_C,21,24148,15h,band,pfsb,,,,68848,,,,950170,L0480586,,C1563159,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HR,SIGNAL
161030,161030,,700,YR,"0,35",gn rt,P1222633,PSFH_C,3,24340,QEPB_C,21,24148,15h,band,pfsb,,,,68848,,,,950170,L0480586,,C1563159,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HR,SIGNAL
161030,161030,,700,YR,"0,35",gn rt,P1222638,PSFH_C,3,24340,QEPB_C,21,24148,15h,band,pfsb,,,,68848,,,,950170,L0480586,,C1563159,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HR,SIGNAL
161030,161030,,700,YR,"0,35",gn rt,P1222639,PSFH_C,3,24340,QEPB_C,21,24148,15h,band,pfsb,,,,68848,,,,950170,L0480586,,C1563159,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HR,SIGNAL
161030,161030,,700,YR,"0,35",gn rt,P1222640,PSFH_C,3,24340,QEPB_C,21,24148,15h,band,pfsb,,,,68848,,,,950170,L0480586,,C1563159,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HR,SIGNAL
161030,161030,,700,YR,"0,35",gn rt,P1222641,PSFH_C,3,24340,QEPB_C,21,24148,15h,band,pfsb,,,,68848,,,,950170,L0480586,,C1563159,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HR,SIGNAL
161030,161030,,700,YR,"0,35",gn rt,P1222643,PSFH_C,3,24340,QEPB_C,21,24148,15h,band,pfsb,,,,68848,,,,950170,L0480586,,C1563159,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HR,SIGNAL
161030,161030,,700,YR,"0,35",gn rt,P1222644,PSFH_C,3,24340,QEPB_C,21,24148,15h,band,pfsb,,,,68848,,,,950170,L0480586,,C1563159,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HR,SIGNAL
161030,161030,,700,YR,"0,35",gn rt,P1222645,PSFH_C,3,24340,QEPB_C,21,24148,15h,band,pfsb,,,,68848,,,,950170,L0480586,,C1563159,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HR,SIGNAL
161030,161030,,700,YR,"0,35",gn rt,P1222646,PSFH_C,3,24340,QEPB_C,21,24148,15h,band,pfsb,,,,68848,,,,950170,L0480586,,C1563159,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HR,SIGNAL
161030,161030,,700,YR,"0,35",gn rt,P1222647,PSFH_C,3,24340,QEPB_C,21,24148,15h,band,pfsb,,,,68848,,,,950170,L0480586,,C1563159,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HR,SIGNAL
161030,161030,,700,YR,"0,35",gn rt,P1222648,PSFH_C,3,24340,QEPB_C,21,24148,15h,band,pfsb,,,,68848,,,,950170,L0480586,,C1563159,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HR,SIGNAL
161030,161030,,700,YR,"0,35",gn rt,P1222649,PSFH_C,3,24340,QEPB_C,21,24148,15h,band,pfsb,,,,68848,,,,950170,L0480586,,C1563159,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HR,SIGNAL
161030,161030,,700,YR,"0,35",gn rt,P1222650,PSFH_C,3,24340,QEPB_C,21,24148,15h,band,pfsb,,,,68848,,,,950170,L0480586,,C1563159,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HR,SIGNAL
161030,161030,,700,YR,"0,35",gn rt,P1223164,PSFH_C,3,24340,QEPB_C,21,24148,15h,band,pfsb,,,,68848,,,,950170,L0480586,,C1563159,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HR,SIGNAL
161030,161030,,700,YR,"0,35",gn rt,P1223165,PSFH_C,3,24340,QEPB_C,21,24148,15h,band,pfsb,,,,68848,,,,950170,L0480586,,C1563159,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HR,SIGNAL
161030,161030,,700,YR,"0,35",gn rt,P1223169,PSFH_C,3,24340,QEPB_C,21,24148,15h,band,pfsb,,,,68848,,,,950170,L0480586,,C1563159,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HR,SIGNAL
161030,161030,,700,YR,"0,35",gn rt,P1223170,PSFH_C,3,24340,QEPB_C,21,24148,15h,band,pfsb,,,,68848,,,,950170,L0480586,,C1563159,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HR,SIGNAL
161030,161030,,700,YR,"0,35",gn rt,P1223171,PSFH_C,3,24340,QEPB_C,21,24148,15h,band,pfsb,,,,68848,,,,950170,L0480586,,C1563159,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HR,SIGNAL
161030,161030,,700,YR,"0,35",gn rt,P1223172,PSFH_C,3,24340,QEPB_C,21,24148,15h,band,pfsb,,,,68848,,,,950170,L0480586,,C1563159,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HR,SIGNAL
161030,161030,,700,YR,"0,35",gn rt,P1223174,PSFH_C,3,24340,QEPB_C,21,24148,15h,band,pfsb,,,,68848,,,,950170,L0480586,,C1563159,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HR,SIGNAL
161030,161030,,700,YR,"0,35",gn rt,P1223175,PSFH_C,3,24340,QEPB_C,21,24148,15h,band,pfsb,,,,68848,,,,950170,L0480586,,C1563159,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HR,SIGNAL
161030,161030,,700,YR,"0,35",gn rt,P1223176,PSFH_C,3,24340,QEPB_C,21,24148,15h,band,pfsb,,,,68848,,,,950170,L0480586,,C1563159,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HR,SIGNAL
161030,161030,,700,YR,"0,35",gn rt,P1223177,PSFH_C,3,24340,QEPB_C,21,24148,15h,band,pfsb,,,,68848,,,,950170,L0480586,,C1563159,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HR,SIGNAL
161030,161030,,700,YR,"0,35",gn rt,P1223178,PSFH_C,3,24340,QEPB_C,21,24148,15h,band,pfsb,,,,68848,,,,950170,L0480586,,C1563159,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HR,SIGNAL
161030,161030,,700,YR,"0,35",gn rt,P1223179,PSFH_C,3,24340,QEPB_C,21,24148,15h,band,pfsb,,,,68848,,,,950170,L0480586,,C1563159,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HR,SIGNAL
161030,161030,,700,YR,"0,35",gn rt,P1223180,PSFH_C,3,24340,QEPB_C,21,24148,15h,band,pfsb,,,,68848,,,,950170,L0480586,,C1563159,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HR,SIGNAL
161030,161030,,700,YR,"0,35",gn rt,P1223181,PSFH_C,3,24340,QEPB_C,21,24148,15h,band,pfsb,,,,68848,,,,950170,L0480586,,C1563159,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HR,SIGNAL
161030,161030,,700,YR,"0,35",gn rt,P1223262,PSFH_C,3,24340,QEPB_C,21,24148,15h,band,pfsb,,,,68848,,,,950170,L0480586,,C1563159,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HR,SIGNAL
161031,161031,,700,YR,"0,35",gn ge,P1219224,PSFH_C,4,24340,QEPB_C,11,24148,15h,band,pfsb,,,,68848,,,,950138,L0480585,,C1563158,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HRM,SIGNAL
161031,161031,,700,YR,"0,35",gn ge,P1219228,PSFH_C,4,24340,QEPB_C,11,24148,15h,band,pfsb,,,,68848,,,,950138,L0480585,,C1563158,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HRM,SIGNAL
161031,161031,,700,YR,"0,35",gn ge,P1219229,PSFH_C,4,24340,QEPB_C,11,24148,15h,band,pfsb,,,,68848,,,,950138,L0480585,,C1563158,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HRM,SIGNAL
161031,161031,,700,YR,"0,35",gn ge,P1219233,PSFH_C,4,24340,QEPB_C,11,24148,15h,band,pfsb,,,,68848,,,,950138,L0480585,,C1563158,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HRM,SIGNAL
161031,161031,,700,YR,"0,35",gn ge,P1219234,PSFH_C,4,24340,QEPB_C,11,24148,15h,band,pfsb,,,,68848,,,,950138,L0480585,,C1563158,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HRM,SIGNAL
161031,161031,,700,YR,"0,35",gn ge,P1219237,PSFH_C,4,24340,QEPB_C,11,24148,15h,band,pfsb,,,,68848,,,,950138,L0480585,,C1563158,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HRM,SIGNAL
161031,161031,,700,YR,"0,35",gn ge,P1219238,PSFH_C,4,24340,QEPB_C,11,24148,15h,band,pfsb,,,,68848,,,,950138,L0480585,,C1563158,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HRM,SIGNAL
161031,161031,,700,YR,"0,35",gn ge,P1219239,PSFH_C,4,24340,QEPB_C,11,24148,15h,band,pfsb,,,,68848,,,,950138,L0480585,,C1563158,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HRM,SIGNAL
161031,161031,,700,YR,"0,35",gn ge,P1219240,PSFH_C,4,24340,QEPB_C,11,24148,15h,band,pfsb,,,,68848,,,,950138,L0480585,,C1563158,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HRM,SIGNAL
161031,161031,,700,YR,"0,35",gn ge,P1219243,PSFH_C,4,24340,QEPB_C,11,24148,15h,band,pfsb,,,,68848,,,,950138,L0480585,,C1563158,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HRM,SIGNAL
161031,161031,,700,YR,"0,35",gn ge,P1219244,PSFH_C,4,24340,QEPB_C,11,24148,15h,band,pfsb,,,,68848,,,,950138,L0480585,,C1563158,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HRM,SIGNAL
161031,161031,,700,YR,"0,35",gn ge,P1222589,PSFH_C,4,24340,QEPB_C,11,24148,15h,band,pfsb,,,,68848,,,,950138,L0480585,,C1563158,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HRM,SIGNAL
161031,161031,,700,YR,"0,35",gn ge,P1222590,PSFH_C,4,24340,QEPB_C,11,24148,15h,band,pfsb,,,,68848,,,,950138,L0480585,,C1563158,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HRM,SIGNAL
161031,161031,,700,YR,"0,35",gn ge,P1222595,PSFH_C,4,24340,QEPB_C,11,24148,15h,band,pfsb,,,,68848,,,,950138,L0480585,,C1563158,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HRM,SIGNAL
161031,161031,,700,YR,"0,35",gn ge,P1222596,PSFH_C,4,24340,QEPB_C,11,24148,15h,band,pfsb,,,,68848,,,,950138,L0480585,,C1563158,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HRM,SIGNAL
161031,161031,,700,YR,"0,35",gn ge,P1222597,PSFH_C,4,24340,QEPB_C,11,24148,15h,band,pfsb,,,,68848,,,,950138,L0480585,,C1563158,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HRM,SIGNAL
161031,161031,,700,YR,"0,35",gn ge,P1222598,PSFH_C,4,24340,QEPB_C,11,24148,15h,band,pfsb,,,,68848,,,,950138,L0480585,,C1563158,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HRM,SIGNAL
161031,161031,,700,YR,"0,35",gn ge,P1222602,PSFH_C,4,24340,QEPB_C,11,24148,15h,band,pfsb,,,,68848,,,,950138,L0480585,,C1563158,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HRM,SIGNAL
161031,161031,,700,YR,"0,35",gn ge,P1222603,PSFH_C,4,24340,QEPB_C,11,24148,15h,band,pfsb,,,,68848,,,,950138,L0480585,,C1563158,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HRM,SIGNAL
161031,161031,,700,YR,"0,35",gn ge,P1222606,PSFH_C,4,24340,QEPB_C,11,24148,15h,band,pfsb,,,,68848,,,,950138,L0480585,,C1563158,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HRM,SIGNAL
161031,161031,,700,YR,"0,35",gn ge,P1222607,PSFH_C,4,24340,QEPB_C,11,24148,15h,band,pfsb,,,,68848,,,,950138,L0480585,,C1563158,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HRM,SIGNAL
161031,161031,,700,YR,"0,35",gn ge,P1222608,PSFH_C,4,24340,QEPB_C,11,24148,15h,band,pfsb,,,,68848,,,,950138,L0480585,,C1563158,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HRM,SIGNAL
161031,161031,,700,YR,"0,35",gn ge,P1222609,PSFH_C,4,24340,QEPB_C,11,24148,15h,band,pfsb,,,,68848,,,,950138,L0480585,,C1563158,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HRM,SIGNAL
161031,161031,,700,YR,"0,35",gn ge,P1222611,PSFH_C,4,24340,QEPB_C,11,24148,15h,band,pfsb,,,,68848,,,,950138,L0480585,,C1563158,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HRM,SIGNAL
161031,161031,,700,YR,"0,35",gn ge,P1222612,PSFH_C,4,24340,QEPB_C,11,24148,15h,band,pfsb,,,,68848,,,,950138,L0480585,,C1563158,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HRM,SIGNAL
161031,161031,,700,YR,"0,35",gn ge,P1222613,PSFH_C,4,24340,QEPB_C,11,24148,15h,band,pfsb,,,,68848,,,,950138,L0480585,,C1563158,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HRM,SIGNAL
161031,161031,,700,YR,"0,35",gn ge,P1222614,PSFH_C,4,24340,QEPB_C,11,24148,15h,band,pfsb,,,,68848,,,,950138,L0480585,,C1563158,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HRM,SIGNAL
161031,161031,,700,YR,"0,35",gn ge,P1222615,PSFH_C,4,24340,QEPB_C,11,24148,15h,band,pfsb,,,,68848,,,,950138,L0480585,,C1563158,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HRM,SIGNAL
161031,161031,,700,YR,"0,35",gn ge,P1222616,PSFH_C,4,24340,QEPB_C,11,24148,15h,band,pfsb,,,,68848,,,,950138,L0480585,,C1563158,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HRM,SIGNAL
161031,161031,,700,YR,"0,35",gn ge,P1222617,PSFH_C,4,24340,QEPB_C,11,24148,15h,band,pfsb,,,,68848,,,,950138,L0480585,,C1563158,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HRM,SIGNAL
161031,161031,,700,YR,"0,35",gn ge,P1222618,PSFH_C,4,24340,QEPB_C,11,24148,15h,band,pfsb,,,,68848,,,,950138,L0480585,,C1563158,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HRM,SIGNAL
161031,161031,,700,YR,"0,35",gn ge,P1222619,PSFH_C,4,24340,QEPB_C,11,24148,15h,band,pfsb,,,,68848,,,,950138,L0480585,,C1563158,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HRM,SIGNAL
161031,161031,,700,YR,"0,35",gn ge,P1222620,PSFH_C,4,24340,QEPB_C,11,24148,15h,band,pfsb,,,,68848,,,,950138,L0480585,,C1563158,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HRM,SIGNAL
161031,161031,,700,YR,"0,35",gn ge,P1222621,PSFH_C,4,24340,QEPB_C,11,24148,15h,band,pfsb,,,,68848,,,,950138,L0480585,,C1563158,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HRM,SIGNAL
161031,161031,,700,YR,"0,35",gn ge,P1222622,PSFH_C,4,24340,QEPB_C,11,24148,15h,band,pfsb,,,,68848,,,,950138,L0480585,,C1563158,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HRM,SIGNAL
161031,161031,,700,YR,"0,35",gn ge,P1222623,PSFH_C,4,24340,QEPB_C,11,24148,15h,band,pfsb,,,,68848,,,,950138,L0480585,,C1563158,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HRM,SIGNAL
161031,161031,,700,YR,"0,35",gn ge,P1222624,PSFH_C,4,24340,QEPB_C,11,24148,15h,band,pfsb,,,,68848,,,,950138,L0480585,,C1563158,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HRM,SIGNAL
161031,161031,,700,YR,"0,35",gn ge,P1222632,PSFH_C,4,24340,QEPB_C,11,24148,15h,band,pfsb,,,,68848,,,,950138,L0480585,,C1563158,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HRM,SIGNAL
161031,161031,,700,YR,"0,35",gn ge,P1222633,PSFH_C,4,24340,QEPB_C,11,24148,15h,band,pfsb,,,,68848,,,,950138,L0480585,,C1563158,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HRM,SIGNAL
161031,161031,,700,YR,"0,35",gn ge,P1222638,PSFH_C,4,24340,QEPB_C,11,24148,15h,band,pfsb,,,,68848,,,,950138,L0480585,,C1563158,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HRM,SIGNAL
161031,161031,,700,YR,"0,35",gn ge,P1222639,PSFH_C,4,24340,QEPB_C,11,24148,15h,band,pfsb,,,,68848,,,,950138,L0480585,,C1563158,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HRM,SIGNAL
161031,161031,,700,YR,"0,35",gn ge,P1222640,PSFH_C,4,24340,QEPB_C,11,24148,15h,band,pfsb,,,,68848,,,,950138,L0480585,,C1563158,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HRM,SIGNAL
161031,161031,,700,YR,"0,35",gn ge,P1222641,PSFH_C,4,24340,QEPB_C,11,24148,15h,band,pfsb,,,,68848,,,,950138,L0480585,,C1563158,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HRM,SIGNAL
161031,161031,,700,YR,"0,35",gn ge,P1222643,PSFH_C,4,24340,QEPB_C,11,24148,15h,band,pfsb,,,,68848,,,,950138,L0480585,,C1563158,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HRM,SIGNAL
161031,161031,,700,YR,"0,35",gn ge,P1222644,PSFH_C,4,24340,QEPB_C,11,24148,15h,band,pfsb,,,,68848,,,,950138,L0480585,,C1563158,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HRM,SIGNAL
161031,161031,,700,YR,"0,35",gn ge,P1222645,PSFH_C,4,24340,QEPB_C,11,24148,15h,band,pfsb,,,,68848,,,,950138,L0480585,,C1563158,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HRM,SIGNAL
161031,161031,,700,YR,"0,35",gn ge,P1222646,PSFH_C,4,24340,QEPB_C,11,24148,15h,band,pfsb,,,,68848,,,,950138,L0480585,,C1563158,PSFH_C,QEPB_C,,,S.SIGNAL..PDC_HRM,SIGNAL
